,prdtypecode,target
54661,2522,5
54662,2583,12
54663,1560,7
54664,2462,15
54665,2060,17
54666,1140,11
54667,1920,9
54668,2522,5
54669,1280,3
54670,2403,10
54671,2705,4
54672,2403,10
54673,2280,1
54674,1140,11
54675,1320,20
54676,1281,8
54677,1302,21
54678,2582,6
54679,2705,4
54680,1302,21
54681,2060,17
54682,40,18
54683,1140,11
54684,60,19
54685,2583,12
54686,2585,24
54687,1560,7
54688,2403,10
54689,2280,1
54690,1160,16
54691,2705,4
54692,10,0
54693,1920,9
54694,2585,24
54695,2280,1
54696,2522,5
54697,2583,12
54698,2403,10
54699,1281,8
54700,2060,17
54701,1560,7
54702,2060,17
54703,1160,16
54704,2705,4
54705,2583,12
54706,1940,25
54707,2060,17
54708,2583,12
54709,40,18
54710,2583,12
54711,2705,4
54712,2585,24
54713,2462,15
54714,2583,12
54715,2522,5
54716,2403,10
54717,1920,9
54718,2905,23
54719,2583,12
54720,2060,17
54721,60,19
54722,1560,7
54723,2403,10
54724,1280,3
54725,2220,22
54726,1280,3
54727,2522,5
54728,1320,20
54729,2585,24
54730,10,0
54731,1320,20
54732,2060,17
54733,1302,21
54734,50,2
54735,2280,1
54736,10,0
54737,2583,12
54738,2280,1
54739,2280,1
54740,2583,12
54741,2582,6
54742,1560,7
54743,2060,17
54744,2583,12
54745,1320,20
54746,1160,16
54747,1140,11
54748,2583,12
54749,2060,17
54750,1920,9
54751,1300,14
54752,2585,24
54753,10,0
54754,2280,1
54755,2583,12
54756,2583,12
54757,1280,3
54758,2220,22
54759,2403,10
54760,1280,3
54761,2462,15
54762,1300,14
54763,2583,12
54764,2583,12
54765,1320,20
54766,1300,14
54767,1300,14
54768,2522,5
54769,2462,15
54770,2582,6
54771,1940,25
54772,10,0
54773,1302,21
54774,2583,12
54775,2583,12
54776,2280,1
54777,2220,22
54778,1320,20
54779,1920,9
54780,1560,7
54781,2583,12
54782,2060,17
54783,1320,20
54784,2583,12
54785,2585,24
54786,1920,9
54787,2585,24
54788,1302,21
54789,10,0
54790,1300,14
54791,2585,24
54792,2403,10
54793,40,18
54794,1560,7
54795,1160,16
54796,1160,16
54797,2583,12
54798,2583,12
54799,2060,17
54800,1920,9
54801,2280,1
54802,10,0
54803,2280,1
54804,1320,20
54805,1920,9
54806,1140,11
54807,2582,6
54808,2280,1
54809,1281,8
54810,2705,4
54811,1280,3
54812,1280,3
54813,1560,7
54814,1140,11
54815,40,18
54816,2582,6
54817,2220,22
54818,1300,14
54819,1940,25
54820,1280,3
54821,2585,24
54822,2403,10
54823,1281,8
54824,2403,10
54825,2582,6
54826,2705,4
54827,2522,5
54828,2705,4
54829,1560,7
54830,2585,24
54831,1160,16
54832,2403,10
54833,1560,7
54834,2583,12
54835,1160,16
54836,1920,9
54837,1300,14
54838,2583,12
54839,1300,14
54840,50,2
54841,1160,16
54842,2585,24
54843,2583,12
54844,1140,11
54845,2583,12
54846,2060,17
54847,50,2
54848,2060,17
54849,2403,10
54850,1280,3
54851,2583,12
54852,1302,21
54853,1560,7
54854,40,18
54855,2522,5
54856,1320,20
54857,40,18
54858,2280,1
54859,2462,15
54860,1160,16
54861,1560,7
54862,1280,3
54863,1160,16
54864,1300,14
54865,2462,15
54866,2705,4
54867,2403,10
54868,2280,1
54869,2522,5
54870,1920,9
54871,1160,16
54872,1280,3
54873,1160,16
54874,2060,17
54875,2583,12
54876,2060,17
54877,2403,10
54878,2585,24
54879,10,0
54880,2583,12
54881,10,0
54882,1160,16
54883,2522,5
54884,1280,3
54885,1560,7
54886,2060,17
54887,2583,12
54888,1320,20
54889,2220,22
54890,1300,14
54891,1560,7
54892,2522,5
54893,2583,12
54894,1180,13
54895,2585,24
54896,2522,5
54897,60,19
54898,2462,15
54899,60,19
54900,1560,7
54901,1560,7
54902,1140,11
54903,1560,7
54904,2060,17
54905,2583,12
54906,2705,4
54907,2403,10
54908,2403,10
54909,2583,12
54910,2280,1
54911,1281,8
54912,1560,7
54913,1560,7
54914,2462,15
54915,2583,12
54916,2060,17
54917,1302,21
54918,2403,10
54919,2280,1
54920,1920,9
54921,1940,25
54922,2583,12
54923,1280,3
54924,1302,21
54925,1302,21
54926,1280,3
54927,2403,10
54928,2522,5
54929,1920,9
54930,2522,5
54931,2705,4
54932,2583,12
54933,2522,5
54934,2705,4
54935,2403,10
54936,2583,12
54937,2522,5
54938,1160,16
54939,2403,10
54940,1301,26
54941,2583,12
54942,2403,10
54943,1560,7
54944,10,0
54945,1920,9
54946,1320,20
54947,2522,5
54948,2060,17
54949,1302,21
54950,2220,22
54951,2403,10
54952,10,0
54953,2583,12
54954,1560,7
54955,2583,12
54956,1280,3
54957,1140,11
54958,2280,1
54959,10,0
54960,2060,17
54961,1920,9
54962,2583,12
54963,2280,1
54964,2280,1
54965,2583,12
54966,1140,11
54967,1560,7
54968,2582,6
54969,2522,5
54970,1281,8
54971,50,2
54972,1300,14
54973,2582,6
54974,10,0
54975,1300,14
54976,10,0
54977,2060,17
54978,2583,12
54979,2462,15
54980,2060,17
54981,10,0
54982,1302,21
54983,1302,21
54984,2705,4
54985,1301,26
54986,1560,7
54987,1160,16
54988,1280,3
54989,1920,9
54990,1560,7
54991,40,18
54992,2585,24
54993,2060,17
54994,2403,10
54995,2280,1
54996,50,2
54997,1300,14
54998,1301,26
54999,2583,12
55000,1300,14
55001,1281,8
55002,40,18
55003,2583,12
55004,2582,6
55005,1160,16
55006,2403,10
55007,10,0
55008,2060,17
55009,2583,12
55010,1320,20
55011,1180,13
55012,1281,8
55013,2583,12
55014,1560,7
55015,2280,1
55016,1320,20
55017,1160,16
55018,2060,17
55019,2705,4
55020,2583,12
55021,1280,3
55022,2060,17
55023,1140,11
55024,1140,11
55025,1281,8
55026,1302,21
55027,2522,5
55028,2583,12
55029,2403,10
55030,1300,14
55031,2705,4
55032,2583,12
55033,2582,6
55034,2462,15
55035,2522,5
55036,1920,9
55037,2522,5
55038,2220,22
55039,2522,5
55040,1140,11
55041,2403,10
55042,1920,9
55043,2522,5
55044,2583,12
55045,2583,12
55046,2582,6
55047,2585,24
55048,2585,24
55049,1920,9
55050,2522,5
55051,2705,4
55052,1280,3
55053,1920,9
55054,2705,4
55055,2585,24
55056,2582,6
55057,2583,12
55058,1160,16
55059,2280,1
55060,2583,12
55061,1940,25
55062,1280,3
55063,1160,16
55064,2403,10
55065,2280,1
55066,2583,12
55067,2705,4
55068,2403,10
55069,2403,10
55070,1920,9
55071,1140,11
55072,2705,4
55073,2280,1
55074,1920,9
55075,10,0
55076,10,0
55077,2585,24
55078,10,0
55079,1160,16
55080,1920,9
55081,1302,21
55082,1560,7
55083,2060,17
55084,1280,3
55085,1160,16
55086,1560,7
55087,2060,17
55088,2403,10
55089,2060,17
55090,2585,24
55091,1140,11
55092,2280,1
55093,50,2
55094,2060,17
55095,1300,14
55096,2583,12
55097,1140,11
55098,1280,3
55099,1140,11
55100,1300,14
55101,1160,16
55102,2583,12
55103,2280,1
55104,1302,21
55105,1160,16
55106,50,2
55107,50,2
55108,1280,3
55109,2583,12
55110,2220,22
55111,2583,12
55112,1920,9
55113,2583,12
55114,2403,10
55115,2462,15
55116,10,0
55117,10,0
55118,1320,20
55119,40,18
55120,1302,21
55121,1280,3
55122,2280,1
55123,1280,3
55124,1160,16
55125,1300,14
55126,1160,16
55127,1140,11
55128,2403,10
55129,2403,10
55130,1560,7
55131,2060,17
55132,1320,20
55133,1280,3
55134,2583,12
55135,2280,1
55136,40,18
55137,2403,10
55138,2522,5
55139,2583,12
55140,1920,9
55141,1560,7
55142,1300,14
55143,2585,24
55144,2583,12
55145,2280,1
55146,2522,5
55147,1320,20
55148,2220,22
55149,2280,1
55150,2583,12
55151,2060,17
55152,50,2
55153,2582,6
55154,2280,1
55155,2583,12
55156,1300,14
55157,2583,12
55158,2583,12
55159,1560,7
55160,10,0
55161,1920,9
55162,2583,12
55163,50,2
55164,2280,1
55165,40,18
55166,1280,3
55167,1160,16
55168,1940,25
55169,1320,20
55170,2583,12
55171,1560,7
55172,1560,7
55173,2403,10
55174,1300,14
55175,1320,20
55176,2060,17
55177,1560,7
55178,1301,26
55179,1160,16
55180,1300,14
55181,2403,10
55182,2462,15
55183,1560,7
55184,1302,21
55185,2403,10
55186,1560,7
55187,1320,20
55188,1140,11
55189,1300,14
55190,2583,12
55191,1920,9
55192,1280,3
55193,2905,23
55194,2705,4
55195,1920,9
55196,2585,24
55197,2583,12
55198,60,19
55199,2280,1
55200,2583,12
55201,2582,6
55202,2582,6
55203,1140,11
55204,1300,14
55205,2280,1
55206,1160,16
55207,2583,12
55208,2585,24
55209,1560,7
55210,1300,14
55211,2220,22
55212,2522,5
55213,1300,14
55214,1302,21
55215,2060,17
55216,1920,9
55217,2060,17
55218,1320,20
55219,1140,11
55220,1560,7
55221,1300,14
55222,2060,17
55223,1280,3
55224,2280,1
55225,2280,1
55226,1160,16
55227,60,19
55228,2403,10
55229,2060,17
55230,1300,14
55231,1160,16
55232,2583,12
55233,40,18
55234,1560,7
55235,1920,9
55236,1280,3
55237,2583,12
55238,2060,17
55239,60,19
55240,1320,20
55241,1920,9
55242,2583,12
55243,1560,7
55244,2705,4
55245,1160,16
55246,1560,7
55247,1320,20
55248,2522,5
55249,2522,5
55250,2583,12
55251,1920,9
55252,1920,9
55253,2905,23
55254,1300,14
55255,2522,5
55256,2280,1
55257,2280,1
55258,1920,9
55259,10,0
55260,2403,10
55261,2585,24
55262,1140,11
55263,1300,14
55264,2705,4
55265,1300,14
55266,1301,26
55267,2583,12
55268,1940,25
55269,2280,1
55270,2583,12
55271,2403,10
55272,2585,24
55273,1920,9
55274,1160,16
55275,1160,16
55276,2060,17
55277,1280,3
55278,2060,17
55279,1320,20
55280,60,19
55281,1320,20
55282,2403,10
55283,10,0
55284,1280,3
55285,2280,1
55286,1302,21
55287,2583,12
55288,10,0
55289,2583,12
55290,1280,3
55291,1280,3
55292,1280,3
55293,1301,26
55294,1301,26
55295,1160,16
55296,1180,13
55297,10,0
55298,2403,10
55299,2522,5
55300,2403,10
55301,1920,9
55302,1300,14
55303,1320,20
55304,50,2
55305,2060,17
55306,2705,4
55307,2522,5
55308,2280,1
55309,1940,25
55310,1280,3
55311,2280,1
55312,50,2
55313,1560,7
55314,1280,3
55315,2060,17
55316,1560,7
55317,2583,12
55318,1560,7
55319,2522,5
55320,2522,5
55321,2060,17
55322,1280,3
55323,2220,22
55324,1140,11
55325,1300,14
55326,40,18
55327,2585,24
55328,1140,11
55329,2583,12
55330,1140,11
55331,1280,3
55332,2280,1
55333,2060,17
55334,1160,16
55335,1320,20
55336,2403,10
55337,1300,14
55338,1300,14
55339,2583,12
55340,1300,14
55341,1300,14
55342,1320,20
55343,1140,11
55344,2705,4
55345,1140,11
55346,60,19
55347,2905,23
55348,1940,25
55349,1300,14
55350,10,0
55351,2060,17
55352,1300,14
55353,1940,25
55354,1320,20
55355,1160,16
55356,2705,4
55357,1302,21
55358,40,18
55359,1560,7
55360,2583,12
55361,1140,11
55362,1300,14
55363,2403,10
55364,1920,9
55365,1940,25
55366,2522,5
55367,2280,1
55368,2582,6
55369,2522,5
55370,2522,5
55371,2522,5
55372,1560,7
55373,2583,12
55374,50,2
55375,1320,20
55376,1302,21
55377,2522,5
55378,2583,12
55379,1300,14
55380,1560,7
55381,2280,1
55382,1560,7
55383,2583,12
55384,2462,15
55385,1920,9
55386,2522,5
55387,2582,6
55388,2403,10
55389,1140,11
55390,2705,4
55391,1140,11
55392,2582,6
55393,2280,1
55394,1320,20
55395,2220,22
55396,2583,12
55397,1281,8
55398,2280,1
55399,2060,17
55400,2582,6
55401,1140,11
55402,2705,4
55403,1560,7
55404,2280,1
55405,40,18
55406,2582,6
55407,2060,17
55408,1560,7
55409,2905,23
55410,2582,6
55411,1160,16
55412,2403,10
55413,1160,16
55414,2280,1
55415,50,2
55416,1140,11
55417,10,0
55418,2583,12
55419,2280,1
55420,2583,12
55421,40,18
55422,2583,12
55423,10,0
55424,1280,3
55425,2060,17
55426,1560,7
55427,2583,12
55428,1320,20
55429,2585,24
55430,2403,10
55431,2585,24
55432,1560,7
55433,2705,4
55434,1320,20
55435,2582,6
55436,1281,8
55437,2522,5
55438,2583,12
55439,1280,3
55440,2280,1
55441,1280,3
55442,1300,14
55443,2585,24
55444,1281,8
55445,1160,16
55446,1140,11
55447,1300,14
55448,2583,12
55449,2462,15
55450,2280,1
55451,2522,5
55452,1300,14
55453,10,0
55454,1281,8
55455,2403,10
55456,2522,5
55457,1160,16
55458,1940,25
55459,2280,1
55460,2585,24
55461,1560,7
55462,1280,3
55463,40,18
55464,1302,21
55465,2583,12
55466,1160,16
55467,1280,3
55468,2060,17
55469,2705,4
55470,40,18
55471,2585,24
55472,2280,1
55473,2583,12
55474,2060,17
55475,1940,25
55476,1920,9
55477,50,2
55478,2585,24
55479,1560,7
55480,1560,7
55481,1920,9
55482,2522,5
55483,2583,12
55484,2403,10
55485,1280,3
55486,60,19
55487,1160,16
55488,10,0
55489,1300,14
55490,2280,1
55491,1320,20
55492,2585,24
55493,40,18
55494,2522,5
55495,1302,21
55496,1920,9
55497,1280,3
55498,1560,7
55499,2583,12
55500,1920,9
55501,1302,21
55502,40,18
55503,1160,16
55504,1281,8
55505,1140,11
55506,40,18
55507,1920,9
55508,1560,7
55509,2403,10
55510,1560,7
55511,1280,3
55512,2280,1
55513,2583,12
55514,1300,14
55515,1280,3
55516,2280,1
55517,2060,17
55518,2280,1
55519,1560,7
55520,1560,7
55521,2462,15
55522,1560,7
55523,1560,7
55524,1280,3
55525,1160,16
55526,1280,3
55527,1320,20
55528,1160,16
55529,1160,16
55530,2583,12
55531,1300,14
55532,2403,10
55533,2585,24
55534,50,2
55535,1300,14
55536,2060,17
55537,1560,7
55538,1300,14
55539,2522,5
55540,10,0
55541,2522,5
55542,1140,11
55543,2462,15
55544,1920,9
55545,1320,20
55546,10,0
55547,2583,12
55548,1920,9
55549,1560,7
55550,2583,12
55551,1920,9
55552,1560,7
55553,2583,12
55554,1160,16
55555,1920,9
55556,2522,5
55557,2583,12
55558,2280,1
55559,2905,23
55560,1300,14
55561,40,18
55562,1302,21
55563,1560,7
55564,1920,9
55565,2060,17
55566,2583,12
55567,2522,5
55568,1300,14
55569,1300,14
55570,2705,4
55571,1560,7
55572,2403,10
55573,50,2
55574,1300,14
55575,1560,7
55576,2060,17
55577,1320,20
55578,1300,14
55579,1560,7
55580,1280,3
55581,2583,12
55582,2060,17
55583,1920,9
55584,2583,12
55585,50,2
55586,2220,22
55587,1302,21
55588,2705,4
55589,1560,7
55590,50,2
55591,1560,7
55592,2522,5
55593,1300,14
55594,10,0
55595,1320,20
55596,2522,5
55597,2582,6
55598,1560,7
55599,50,2
55600,1160,16
55601,2280,1
55602,50,2
55603,1300,14
55604,2522,5
55605,1140,11
55606,1300,14
55607,50,2
55608,1281,8
55609,10,0
55610,1301,26
55611,1140,11
55612,2280,1
55613,2403,10
55614,2582,6
55615,2060,17
55616,2582,6
55617,2522,5
55618,2583,12
55619,2583,12
55620,2060,17
55621,2583,12
55622,1300,14
55623,1160,16
55624,2280,1
55625,2583,12
55626,1300,14
55627,2060,17
55628,1180,13
55629,40,18
55630,2583,12
55631,1300,14
55632,1140,11
55633,1560,7
55634,2522,5
55635,2582,6
55636,2403,10
55637,1300,14
55638,2705,4
55639,2462,15
55640,2522,5
55641,1560,7
55642,50,2
55643,2060,17
55644,2220,22
55645,2522,5
55646,2582,6
55647,2060,17
55648,2280,1
55649,1180,13
55650,2583,12
55651,1280,3
55652,2060,17
55653,2060,17
55654,60,19
55655,2705,4
55656,1280,3
55657,1280,3
55658,1920,9
55659,2583,12
55660,1280,3
55661,2280,1
55662,1280,3
55663,2583,12
55664,1560,7
55665,2462,15
55666,2705,4
55667,10,0
55668,1560,7
55669,1300,14
55670,2583,12
55671,2582,6
55672,1160,16
55673,2060,17
55674,50,2
55675,1940,25
55676,2522,5
55677,2522,5
55678,2583,12
55679,2522,5
55680,1160,16
55681,1320,20
55682,1560,7
55683,2403,10
55684,1281,8
55685,1300,14
55686,2583,12
55687,1302,21
55688,1280,3
55689,2705,4
55690,1281,8
55691,2583,12
55692,2583,12
55693,1301,26
55694,10,0
55695,2583,12
55696,2585,24
55697,1300,14
55698,10,0
55699,2522,5
55700,1280,3
55701,2583,12
55702,2583,12
55703,2582,6
55704,2705,4
55705,2583,12
55706,1940,25
55707,2403,10
55708,1920,9
55709,1300,14
55710,1180,13
55711,2060,17
55712,2403,10
55713,1281,8
55714,2280,1
55715,2280,1
55716,1560,7
55717,40,18
55718,2705,4
55719,60,19
55720,2060,17
55721,50,2
55722,1160,16
55723,2403,10
55724,40,18
55725,2462,15
55726,2403,10
55727,2522,5
55728,2522,5
55729,2582,6
55730,1160,16
55731,2280,1
55732,2583,12
55733,2522,5
55734,2280,1
55735,2522,5
55736,2905,23
55737,40,18
55738,1920,9
55739,2522,5
55740,50,2
55741,2583,12
55742,1300,14
55743,2705,4
55744,2403,10
55745,2583,12
55746,2403,10
55747,2583,12
55748,2583,12
55749,1301,26
55750,2583,12
55751,2583,12
55752,2705,4
55753,1160,16
55754,2585,24
55755,1560,7
55756,2403,10
55757,40,18
55758,2280,1
55759,1301,26
55760,1940,25
55761,2705,4
55762,40,18
55763,40,18
55764,1320,20
55765,1160,16
55766,2060,17
55767,1560,7
55768,2462,15
55769,2280,1
55770,1300,14
55771,2403,10
55772,2582,6
55773,2462,15
55774,1560,7
55775,2220,22
55776,2403,10
55777,1140,11
55778,1302,21
55779,1280,3
55780,2583,12
55781,1920,9
55782,2583,12
55783,2583,12
55784,10,0
55785,2585,24
55786,2522,5
55787,1920,9
55788,10,0
55789,1300,14
55790,2280,1
55791,1560,7
55792,2403,10
55793,1560,7
55794,1160,16
55795,2220,22
55796,50,2
55797,2583,12
55798,2905,23
55799,2583,12
55800,1300,14
55801,40,18
55802,10,0
55803,2705,4
55804,1140,11
55805,40,18
55806,40,18
55807,2585,24
55808,40,18
55809,2583,12
55810,1920,9
55811,2583,12
55812,2585,24
55813,1281,8
55814,1560,7
55815,2585,24
55816,2583,12
55817,50,2
55818,1920,9
55819,2280,1
55820,1281,8
55821,1280,3
55822,10,0
55823,2585,24
55824,1281,8
55825,1140,11
55826,2585,24
55827,2280,1
55828,1280,3
55829,10,0
55830,1920,9
55831,1281,8
55832,2583,12
55833,2705,4
55834,2705,4
55835,2522,5
55836,1300,14
55837,1920,9
55838,2583,12
55839,1300,14
55840,1302,21
55841,1140,11
55842,1940,25
55843,1281,8
55844,1302,21
55845,10,0
55846,1140,11
55847,2705,4
55848,50,2
55849,2280,1
55850,2705,4
55851,2280,1
55852,2462,15
55853,1300,14
55854,1560,7
55855,2403,10
55856,2280,1
55857,2060,17
55858,1302,21
55859,1300,14
55860,2403,10
55861,2522,5
55862,1560,7
55863,1281,8
55864,2583,12
55865,10,0
55866,1140,11
55867,2583,12
55868,2403,10
55869,2522,5
55870,1920,9
55871,2583,12
55872,1140,11
55873,1140,11
55874,2583,12
55875,2582,6
55876,1560,7
55877,2583,12
55878,2403,10
55879,2583,12
55880,2522,5
55881,1280,3
55882,1320,20
55883,2585,24
55884,1140,11
55885,1280,3
55886,1140,11
55887,2060,17
55888,2280,1
55889,2280,1
55890,1140,11
55891,2462,15
55892,2583,12
55893,1160,16
55894,1300,14
55895,1180,13
55896,1920,9
55897,1920,9
55898,1280,3
55899,2403,10
55900,2585,24
55901,2705,4
55902,1302,21
55903,1302,21
55904,2905,23
55905,2060,17
55906,1300,14
55907,2705,4
55908,10,0
55909,2060,17
55910,40,18
55911,1300,14
55912,2583,12
55913,1160,16
55914,10,0
55915,10,0
55916,2522,5
55917,1280,3
55918,1281,8
55919,60,19
55920,60,19
55921,1140,11
55922,60,19
55923,1560,7
55924,1560,7
55925,1300,14
55926,2403,10
55927,1300,14
55928,2522,5
55929,2582,6
55930,1320,20
55931,1281,8
55932,40,18
55933,1281,8
55934,2583,12
55935,1300,14
55936,2583,12
55937,2220,22
55938,1280,3
55939,1920,9
55940,1300,14
55941,1280,3
55942,2060,17
55943,2403,10
55944,2583,12
55945,1281,8
55946,2403,10
55947,1281,8
55948,1560,7
55949,1140,11
55950,1920,9
55951,2705,4
55952,1920,9
55953,2060,17
55954,1302,21
55955,1300,14
55956,2280,1
55957,2585,24
55958,1280,3
55959,2403,10
55960,1920,9
55961,1560,7
55962,1301,26
55963,2403,10
55964,1300,14
55965,1300,14
55966,2522,5
55967,2522,5
55968,1281,8
55969,10,0
55970,2060,17
55971,1560,7
55972,1560,7
55973,50,2
55974,1320,20
55975,1280,3
55976,2705,4
55977,2403,10
55978,1301,26
55979,2280,1
55980,1280,3
55981,2583,12
55982,1560,7
55983,1160,16
55984,1302,21
55985,1302,21
55986,2583,12
55987,2583,12
55988,2060,17
55989,2583,12
55990,50,2
55991,2583,12
55992,1560,7
55993,2220,22
55994,1280,3
55995,1140,11
55996,1160,16
55997,2060,17
55998,1920,9
55999,2403,10
56000,1320,20
56001,2585,24
56002,1280,3
56003,2462,15
56004,2582,6
56005,2403,10
56006,2585,24
56007,1280,3
56008,1560,7
56009,1280,3
56010,1560,7
56011,2522,5
56012,50,2
56013,2705,4
56014,10,0
56015,2403,10
56016,2280,1
56017,60,19
56018,2522,5
56019,2403,10
56020,10,0
56021,10,0
56022,1320,20
56023,1300,14
56024,1300,14
56025,2582,6
56026,1280,3
56027,2280,1
56028,2583,12
56029,2583,12
56030,1300,14
56031,1160,16
56032,2583,12
56033,2585,24
56034,2705,4
56035,1560,7
56036,1280,3
56037,1281,8
56038,50,2
56039,1300,14
56040,1140,11
56041,2280,1
56042,2522,5
56043,2582,6
56044,2583,12
56045,2583,12
56046,2585,24
56047,2060,17
56048,2280,1
56049,2583,12
56050,1920,9
56051,1302,21
56052,2582,6
56053,1160,16
56054,2060,17
56055,2522,5
56056,2403,10
56057,2585,24
56058,1560,7
56059,1300,14
56060,1280,3
56061,1302,21
56062,10,0
56063,2705,4
56064,1140,11
56065,1300,14
56066,2583,12
56067,1160,16
56068,2060,17
56069,1280,3
56070,2403,10
56071,2403,10
56072,1920,9
56073,1560,7
56074,2522,5
56075,1920,9
56076,2403,10
56077,10,0
56078,2060,17
56079,1160,16
56080,2280,1
56081,2705,4
56082,1280,3
56083,1320,20
56084,2583,12
56085,1280,3
56086,1320,20
56087,10,0
56088,10,0
56089,2705,4
56090,1160,16
56091,2583,12
56092,1302,21
56093,1560,7
56094,2585,24
56095,10,0
56096,1920,9
56097,2060,17
56098,1300,14
56099,1281,8
56100,2462,15
56101,1560,7
56102,10,0
56103,1280,3
56104,50,2
56105,2583,12
56106,1560,7
56107,1300,14
56108,2462,15
56109,1280,3
56110,1281,8
56111,50,2
56112,2583,12
56113,2280,1
56114,1160,16
56115,1160,16
56116,1160,16
56117,2582,6
56118,2583,12
56119,1940,25
56120,50,2
56121,2583,12
56122,1281,8
56123,2522,5
56124,2280,1
56125,2582,6
56126,2585,24
56127,2060,17
56128,1560,7
56129,1560,7
56130,1320,20
56131,40,18
56132,1302,21
56133,2583,12
56134,60,19
56135,2280,1
56136,1160,16
56137,1560,7
56138,1300,14
56139,40,18
56140,2060,17
56141,1320,20
56142,2583,12
56143,1302,21
56144,2280,1
56145,1302,21
56146,2583,12
56147,2280,1
56148,1920,9
56149,2060,17
56150,2462,15
56151,1160,16
56152,1920,9
56153,1560,7
56154,1920,9
56155,60,19
56156,2403,10
56157,40,18
56158,1160,16
56159,1300,14
56160,40,18
56161,2060,17
56162,2522,5
56163,1920,9
56164,2583,12
56165,2582,6
56166,2280,1
56167,10,0
56168,2403,10
56169,1280,3
56170,2522,5
56171,1320,20
56172,2522,5
56173,2280,1
56174,2280,1
56175,1160,16
56176,2583,12
56177,2280,1
56178,2583,12
56179,1160,16
56180,2522,5
56181,2280,1
56182,2522,5
56183,1300,14
56184,1300,14
56185,1302,21
56186,1940,25
56187,1320,20
56188,60,19
56189,2583,12
56190,2705,4
56191,2403,10
56192,2583,12
56193,2522,5
56194,1320,20
56195,1140,11
56196,1160,16
56197,1300,14
56198,1140,11
56199,1320,20
56200,2403,10
56201,2582,6
56202,1920,9
56203,2522,5
56204,2403,10
56205,2060,17
56206,1920,9
56207,2705,4
56208,2280,1
56209,2403,10
56210,1940,25
56211,1302,21
56212,2060,17
56213,1160,16
56214,1280,3
56215,1560,7
56216,1160,16
56217,50,2
56218,1140,11
56219,2522,5
56220,1140,11
56221,2522,5
56222,1280,3
56223,50,2
56224,2522,5
56225,40,18
56226,40,18
56227,1160,16
56228,2705,4
56229,1140,11
56230,1560,7
56231,2582,6
56232,2280,1
56233,2583,12
56234,1281,8
56235,2583,12
56236,2220,22
56237,1280,3
56238,1920,9
56239,1160,16
56240,2220,22
56241,2060,17
56242,1302,21
56243,1560,7
56244,2522,5
56245,1281,8
56246,2403,10
56247,2583,12
56248,1302,21
56249,2403,10
56250,2583,12
56251,1920,9
56252,60,19
56253,2582,6
56254,1280,3
